
coo: 31.0420031_31.3590136;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2017-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.19;118.84;12.95;127.55;22.38;138.10;29.85;151.02;34.54;166.36;35.72;183.17;33.17;199.61;27.34;214.08;19.04;226.07;9.05;235.87;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.07;118.83;12.83;127.52;22.27;138.05;29.75;150.94;34.46;166.24;35.67;183.03;33.14;199.46;27.34;213.94;19.07;225.94;9.10;235.75;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.95;118.81;12.71;127.48;22.16;138.00;29.65;150.86;34.38;166.13;35.62;182.89;33.13;199.31;27.36;213.81;19.11;225.82;9.15;235.64;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.83;118.78;12.60;127.44;22.05;137.93;29.56;150.77;34.31;166.01;35.58;182.75;33.12;199.17;27.38;213.67;19.15;225.70;9.21;235.53;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.72;118.75;12.49;127.39;21.95;137.87;29.48;150.67;34.25;165.89;35.55;182.61;33.12;199.03;27.40;213.54;19.20;225.59;9.27;235.43;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.61;118.71;12.38;127.34;21.86;137.79;29.40;150.57;34.20;165.76;35.52;182.47;33.12;198.89;27.44;213.42;19.25;225.48;9.34;235.34;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.50;118.67;12.28;127.28;21.77;137.71;29.33;150.47;34.15;165.64;35.50;182.33;33.14;198.76;27.48;213.30;19.31;225.37;9.41;235.25;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.40;118.61;12.19;127.21;21.69;137.63;29.26;150.36;34.11;165.51;35.49;182.19;33.16;198.62;27.52;213.18;19.38;225.28;9.49;235.16;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.30;118.56;12.10;127.14;21.61;137.54;29.20;150.25;34.08;165.38;35.49;182.05;33.19;198.49;27.58;213.06;19.45;225.18;9.58;235.09;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.21;118.49;12.01;127.06;21.54;137.44;29.15;150.13;34.05;165.24;35.50;181.91;33.22;198.36;27.64;212.95;19.53;225.09;9.67;235.01;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.12;118.42;11.94;126.98;21.47;137.34;29.10;150.01;34.03;165.10;35.51;181.77;33.27;198.23;27.70;212.85;19.61;225.01;9.76;234.95;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.03;118.34;11.86;126.89;21.41;137.23;29.07;149.89;34.02;164.97;35.53;181.63;33.32;198.11;27.78;212.75;19.70;224.93;9.86;234.89;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.95;118.26;11.79;126.79;21.36;137.12;29.03;149.76;34.02;164.83;35.56;181.49;33.37;197.99;27.86;212.65;19.79;224.86;9.96;234.83;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.88;118.16;11.73;126.69;21.31;137.01;29.01;149.63;34.02;164.68;35.60;181.35;33.44;197.87;27.94;212.56;19.90;224.79;10.07;234.79;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.81;118.07;11.67;126.59;21.27;136.89;28.99;149.49;34.03;164.54;35.64;181.22;33.51;197.75;28.04;212.47;20.00;224.73;10.19;234.74;-0.82;243.06;--;--;--;--;--;--;--;--;--;--;
2017-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.74;117.97;11.62;126.47;21.24;136.76;28.98;149.35;34.05;164.39;35.69;181.08;33.59;197.64;28.13;212.39;20.11;224.68;10.31;234.71;-0.70;243.04;--;--;--;--;--;--;--;--;--;--;
2017-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.68;117.86;11.57;126.35;21.21;136.63;28.98;149.21;34.08;164.24;35.75;180.94;33.68;197.53;28.24;212.31;20.23;224.63;10.43;234.68;-0.57;243.02;--;--;--;--;--;--;--;--;--;--;
2017-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.62;117.74;11.53;126.23;21.18;136.49;28.98;149.06;34.11;164.10;35.81;180.81;33.77;197.42;28.35;212.24;20.35;224.58;10.55;234.66;-0.44;243.02;--;--;--;--;--;--;--;--;--;--;
2017-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.57;117.62;11.49;126.10;21.17;136.36;28.99;148.91;34.15;163.94;35.89;180.67;33.87;197.32;28.47;212.17;20.48;224.54;10.69;234.64;-0.31;243.02;--;--;--;--;--;--;--;--;--;--;
2018-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.52;117.46;11.45;125.94;21.16;136.18;29.01;148.72;34.22;163.75;35.99;180.50;34.00;197.20;28.62;212.10;20.64;224.50;10.85;234.63;-0.14;243.02;--;--;--;--;--;--;--;--;--;--;
