
coo: 31.0420031_31.3590136;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2018-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.86;118.79;12.62;127.45;22.08;137.95;29.58;150.79;34.33;166.04;35.59;182.78;33.12;199.21;27.37;213.70;19.14;225.73;9.19;235.56;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.74;118.76;12.51;127.41;21.98;137.88;29.50;150.70;34.27;165.92;35.55;182.64;33.12;199.07;27.40;213.57;19.19;225.62;9.26;235.46;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.63;118.72;12.41;127.35;21.88;137.81;29.42;150.60;34.21;165.79;35.53;182.50;33.12;198.93;27.43;213.45;19.24;225.51;9.32;235.36;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.53;118.68;12.31;127.30;21.79;137.73;29.34;150.50;34.16;165.67;35.51;182.36;33.13;198.79;27.47;213.33;19.30;225.40;9.40;235.27;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.42;118.63;12.21;127.23;21.71;137.65;29.28;150.39;34.12;165.54;35.50;182.22;33.15;198.65;27.51;213.21;19.36;225.30;9.47;235.18;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.32;118.57;12.12;127.16;21.63;137.56;29.22;150.28;34.08;165.41;35.49;182.08;33.18;198.52;27.56;213.09;19.43;225.20;9.56;235.10;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.23;118.51;12.04;127.08;21.55;137.47;29.16;150.16;34.06;165.27;35.50;181.94;33.21;198.39;27.62;212.98;19.51;225.11;9.64;235.03;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.14;118.44;11.95;127.00;21.49;137.37;29.12;150.04;34.04;165.14;35.51;181.80;33.26;198.26;27.69;212.88;19.59;225.03;9.74;234.96;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.05;118.36;11.88;126.91;21.43;137.26;29.08;149.92;34.02;165.00;35.53;181.67;33.30;198.14;27.76;212.77;19.68;224.95;9.84;234.90;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.97;118.28;11.81;126.82;21.37;137.15;29.04;149.79;34.02;164.86;35.55;181.53;33.36;198.02;27.84;212.68;19.77;224.88;9.94;234.85;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.90;118.19;11.74;126.72;21.32;137.04;29.02;149.66;34.02;164.72;35.59;181.39;33.42;197.90;27.92;212.58;19.87;224.81;10.05;234.80;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.82;118.09;11.68;126.61;21.28;136.92;29.00;149.53;34.03;164.57;35.63;181.25;33.49;197.78;28.01;212.50;19.97;224.75;10.16;234.75;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.76;117.99;11.63;126.50;21.24;136.79;28.98;149.39;34.05;164.43;35.68;181.11;33.57;197.67;28.11;212.41;20.08;224.69;10.28;234.72;-0.73;243.04;--;--;--;--;--;--;--;--;--;--;
2018-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.70;117.88;11.58;126.38;21.21;136.66;28.98;149.25;34.07;164.28;35.73;180.98;33.65;197.56;28.21;212.33;20.20;224.64;10.40;234.69;-0.60;243.03;--;--;--;--;--;--;--;--;--;--;
2018-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.64;117.77;11.54;126.26;21.19;136.53;28.98;149.10;34.10;164.13;35.80;180.84;33.75;197.45;28.32;212.26;20.32;224.59;10.52;234.66;-0.47;243.02;--;--;--;--;--;--;--;--;--;--;
2018-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.59;117.65;11.50;126.14;21.17;136.39;28.99;148.95;34.14;163.98;35.87;180.70;33.84;197.35;28.44;212.19;20.45;224.55;10.65;234.65;-0.34;243.02;--;--;--;--;--;--;--;--;--;--;
2019-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.53;117.50;11.46;125.97;21.16;136.21;29.01;148.76;34.20;163.79;35.97;180.54;33.98;197.22;28.59;212.11;20.61;224.51;10.82;234.63;-0.17;243.02;--;--;--;--;--;--;--;--;--;--;
